Date	Price
01/07/2008	"8,732.00"
01/04/2008	"8,702.00"
01/03/2008	"8,756.00"
01/02/2008	"8,891.00"
12/24/2007	"9,143.00"
12/21/2007	"9,236.00"
12/20/2007	"9,392.00"
12/19/2007	"9,591.00"
12/18/2007	"9,751.00"
12/17/2007	"9,848.00"
12/14/2007	"9,918.00"
12/13/2007	"9,949.00"
12/12/2007	"9,936.00"
12/11/2007	"9,929.00"
12/10/2007	"9,992.00"
12/07/2007	"10,068.00"
12/06/2007	"10,142.00"
12/05/2007	"10,216.00"
12/04/2007	"10,285.00"
12/03/2007	"10,270.00"
11/30/2007	"10,210.00"
11/29/2007	"10,092.00"
11/28/2007	"9,922.00"
11/27/2007	"9,897.00"
11/26/2007	"10,003.00"
11/23/2007	"10,148.00"
11/22/2007	"10,328.00"
11/21/2007	"10,517.00"
11/20/2007	"10,647.00"
11/19/2007	"10,780.00"
11/16/2007	"10,870.00"
11/15/2007	"10,938.00"
11/14/2007	"10,995.00"
11/13/2007	"11,039.00"
11/12/2007	"10,995.00"
11/09/2007	"10,867.00"
11/08/2007	"10,744.00"
11/07/2007	"10,674.00"
11/06/2007	"10,605.00"
11/05/2007	"10,539.00"
11/02/2007	"10,548.00"
11/01/2007	"10,581.00"
10/31/2007	"10,656.00"
10/30/2007	"10,886.00"
10/29/2007	"11,033.00"
10/26/2007	"11,025.00"
10/25/2007	"10,994.00"
10/24/2007	"10,984.00"
10/23/2007	"10,944.00"
10/22/2007	"10,853.00"
10/19/2007	"10,798.00"
10/18/2007	"10,732.00"
10/17/2007	"10,724.00"
10/16/2007	"10,748.00"
10/15/2007	"10,756.00"
10/12/2007	"10,695.00"
10/11/2007	"10,513.00"
10/10/2007	"10,218.00"
10/09/2007	"9,860.00"
10/08/2007	"9,665.00"
10/05/2007	"9,535.00"
10/04/2007	"9,513.00"
10/03/2007	"9,561.00"
10/02/2007	"9,566.00"
10/01/2007	"9,537.00"
09/28/2007	"9,474.00"
09/27/2007	"9,370.00"
09/26/2007	"9,259.00"
09/25/2007	"9,215.00"
09/24/2007	"9,082.00"
09/21/2007	"8,956.00"
09/20/2007	"8,619.00"
09/19/2007	"8,429.00"
09/18/2007	"8,313.00"
09/17/2007	"8,296.00"
09/14/2007	"8,302.00"
09/13/2007	"8,340.00"
09/12/2007	"8,421.00"
09/11/2007	"8,468.00"
09/10/2007	"8,477.00"
09/07/2007	"8,410.00"
09/06/2007	"8,270.00"
09/05/2007	"8,090.00"
09/04/2007	"7,907.00"
09/03/2007	"7,783.00"
08/31/2007	"7,702.00"
08/30/2007	"7,586.00"
08/29/2007	"7,474.00"
08/28/2007	"7,381.00"
08/24/2007	"7,277.00"
08/23/2007	"7,237.00"
08/22/2007	"7,211.00"
08/21/2007	"7,243.00"
08/20/2007	"7,289.00"
08/17/2007	"7,313.00"
08/16/2007	"7,319.00"
08/15/2007	"7,231.00"
08/14/2007	"7,143.00"
08/13/2007	"7,066.00"
08/10/2007	"7,011.00"
08/09/2007	"6,936.00"
08/08/2007	"6,917.00"
08/07/2007	"6,966.00"
08/06/2007	"6,990.00"
08/03/2007	"7,007.00"
08/02/2007	"7,000.00"
08/01/2007	"6,993.00"
07/31/2007	"6,967.00"
07/30/2007	"6,936.00"
07/27/2007	"6,890.00"
07/26/2007	"6,838.00"
07/25/2007	"6,780.00"
07/24/2007	"6,720.00"
07/23/2007	"6,659.00"
07/20/2007	"6,601.00"
07/19/2007	"6,567.00"
07/18/2007	"6,582.00"
07/17/2007	"6,637.00"
07/16/2007	"6,692.00"
07/13/2007	"6,706.00"
07/12/2007	"6,656.00"
07/11/2007	"6,484.00"
07/10/2007	"6,301.00"
07/09/2007	"6,220.00"
07/06/2007	"6,201.00"
07/05/2007	"6,251.00"
07/04/2007	"6,293.00"
07/03/2007	"6,302.00"
07/02/2007	"6,304.00"
06/29/2007	"6,278.00"
06/28/2007	"6,234.00"
06/27/2007	"6,180.00"
06/26/2007	"6,105.00"
06/25/2007	"6,038.00"
06/22/2007	"5,922.00"
06/21/2007	"5,672.00"
06/20/2007	"5,438.00"
06/19/2007	"5,310.00"
06/18/2007	"5,254.00"
06/15/2007	"5,258.00"
06/14/2007	"5,302.00"
06/13/2007	"5,407.00"
06/12/2007	"5,538.00"
06/11/2007	"5,661.00"
06/08/2007	"5,736.00"
06/07/2007	"5,877.00"
06/06/2007	"5,988.00"
06/05/2007	"6,023.00"
06/04/2007	"6,011.00"
06/01/2007	"5,983.00"
05/31/2007	"5,971.00"
05/30/2007	"6,023.00"
05/29/2007	"6,123.00"
05/25/2007	"6,212.00"
05/24/2007	"6,304.00"
05/23/2007	"6,422.00"
05/22/2007	"6,471.00"
05/21/2007	"6,521.00"
05/18/2007	"6,554.00"
05/17/2007	"6,603.00"
05/16/2007	"6,650.00"
05/15/2007	"6,688.00"
05/14/2007	"6,685.00"
05/11/2007	"6,648.00"
05/10/2007	"6,585.00"
05/09/2007	"6,478.00"
05/08/2007	"6,395.00"
05/04/2007	"6,321.00"
05/03/2007	"6,276.00"
05/02/2007	"6,262.00"
05/01/2007	"6,255.00"
04/30/2007	"6,248.00"
04/27/2007	"6,230.00"
04/26/2007	"6,192.00"
04/25/2007	"6,122.00"
04/24/2007	"6,029.00"
04/23/2007	"5,922.00"
04/20/2007	"5,850.00"
04/19/2007	"5,782.00"
04/18/2007	"5,700.00"
04/17/2007	"5,601.00"
04/16/2007	"5,562.00"
04/13/2007	"5,553.00"
04/12/2007	"5,546.00"
04/11/2007	"5,556.00"
04/10/2007	"5,552.00"
04/05/2007	"5,532.00"
04/04/2007	"5,487.00"
04/03/2007	"5,439.00"
04/02/2007	"5,417.00"
03/30/2007	"5,388.00"
03/29/2007	"5,355.00"
03/28/2007	"5,356.00"
03/27/2007	"5,364.00"
03/26/2007	"5,357.00"
03/23/2007	"5,330.00"
03/22/2007	"5,275.00"
03/21/2007	"5,226.00"
03/20/2007	"5,172.00"
03/19/2007	"5,123.00"
03/16/2007	"5,086.00"
03/15/2007	"5,071.00"
03/14/2007	"5,077.00"
03/13/2007	"5,069.00"
03/12/2007	"5,041.00"
03/09/2007	"5,000.00"
03/08/2007	"4,963.00"
03/07/2007	"4,937.00"
03/06/2007	"4,921.00"
03/05/2007	"4,908.00"
03/02/2007	"4,872.00"
03/01/2007	"4,818.00"
02/28/2007	"4,765.00"
02/27/2007	"4,704.00"
02/26/2007	"4,609.00"
02/23/2007	"4,545.00"
02/22/2007	"4,456.00"
02/21/2007	"4,399.00"
02/20/2007	"4,359.00"
02/19/2007	"4,355.00"
02/16/2007	"4,355.00"
02/15/2007	"4,352.00"
02/14/2007	"4,366.00"
02/13/2007	"4,360.00"
02/12/2007	"4,348.00"
02/09/2007	"4,328.00"
02/08/2007	"4,323.00"
02/07/2007	"4,313.00"
02/06/2007	"4,291.00"
02/05/2007	"4,265.00"
02/02/2007	"4,243.00"
02/01/2007	"4,219.00"
01/31/2007	"4,225.00"
01/30/2007	"4,287.00"
01/29/2007	"4,343.00"
01/26/2007	"4,367.00"
01/25/2007	"4,385.00"
01/24/2007	"4,381.00"
01/23/2007	"4,360.00"
01/22/2007	"4,340.00"
01/19/2007	"4,362.00"
01/18/2007	"4,411.00"
01/17/2007	"4,481.00"
01/16/2007	"4,555.00"
01/15/2007	"4,629.00"
01/12/2007	"4,642.00"
01/11/2007	"4,647.00"
01/10/2007	"4,640.00"
01/09/2007	"4,617.00"
01/08/2007	"4,579.00"
01/05/2007	"4,539.00"
01/04/2007	"4,494.00"
01/03/2007	"4,452.00"
01/02/2007	"4,421.00"
12/22/2006	"4,397.00"
12/21/2006	"4,362.00"
12/20/2006	"4,336.00"
12/19/2006	"4,330.00"
12/18/2006	"4,324.00"
12/15/2006	"4,318.00"
12/14/2006	"4,307.00"
12/13/2006	"4,294.00"
12/12/2006	"4,270.00"
12/11/2006	"4,275.00"
12/08/2006	"4,294.00"
12/07/2006	"4,323.00"
12/06/2006	"4,367.00"
12/05/2006	"4,407.00"
12/04/2006	"4,400.00"
12/01/2006	"4,369.00"
11/30/2006	"4,336.00"
11/29/2006	"4,298.00"
11/28/2006	"4,255.00"
11/27/2006	"4,208.00"
11/24/2006	"4,185.00"
11/23/2006	"4,163.00"
11/22/2006	"4,144.00"
11/21/2006	"4,138.00"
11/20/2006	"4,137.00"
11/17/2006	"4,129.00"
11/16/2006	"4,121.00"
11/15/2006	"4,134.00"
11/14/2006	"4,153.00"
11/13/2006	"4,180.00"
11/10/2006	"4,210.00"
11/09/2006	"4,245.00"
11/08/2006	"4,256.00"
11/07/2006	"4,242.00"
11/06/2006	"4,214.00"
11/03/2006	"4,188.00"
11/02/2006	"4,146.00"
11/01/2006	"4,100.00"
10/31/2006	"4,037.00"
10/30/2006	"4,006.00"
10/27/2006	"3,982.00"
10/26/2006	"3,955.00"
10/25/2006	"3,960.00"
10/24/2006	"3,978.00"
10/23/2006	"3,996.00"
10/20/2006	"4,017.00"
10/19/2006	"4,053.00"
10/18/2006	"4,109.00"
10/17/2006	"4,159.00"
10/16/2006	"4,182.00"
10/13/2006	"4,169.00"
10/12/2006	"4,126.00"
10/11/2006	"4,070.00"
10/10/2006	"4,042.00"
10/09/2006	"4,015.00"
10/06/2006	"3,964.00"
10/05/2006	"3,931.00"
10/04/2006	"3,941.00"
10/03/2006	"3,960.00"
10/02/2006	"3,956.00"
09/29/2006	"3,944.00"
09/28/2006	"3,911.00"
09/27/2006	"3,915.00"
09/26/2006	"3,979.00"
09/25/2006	"4,069.00"
09/22/2006	"4,136.00"
09/21/2006	"4,200.00"
09/20/2006	"4,244.00"
09/19/2006	"4,275.00"
09/18/2006	"4,279.00"
09/15/2006	"4,258.00"
09/14/2006	"4,207.00"
09/13/2006	"4,129.00"
09/12/2006	"4,010.00"
09/11/2006	"3,948.00"
09/08/2006	"3,914.00"
09/07/2006	"3,888.00"
09/06/2006	"3,877.00"
09/05/2006	"3,882.00"
09/04/2006	"3,882.00"
09/01/2006	"3,875.00"
08/31/2006	"3,847.00"
08/30/2006	"3,795.00"
08/29/2006	"3,750.00"
08/25/2006	"3,690.00"
08/24/2006	"3,644.00"
08/23/2006	"3,633.00"
08/22/2006	"3,672.00"
08/21/2006	"3,720.00"
08/18/2006	"3,755.00"
08/17/2006	"3,812.00"
08/16/2006	"3,841.00"
08/15/2006	"3,824.00"
08/14/2006	"3,755.00"
08/11/2006	"3,714.00"
08/10/2006	"3,681.00"
08/09/2006	"3,678.00"
08/08/2006	"3,679.00"
08/07/2006	"3,654.00"
08/04/2006	"3,617.00"
08/03/2006	"3,560.00"
08/02/2006	"3,450.00"
08/01/2006	"3,337.00"
07/31/2006	"3,285.00"
07/28/2006	"3,260.00"
07/27/2006	"3,236.00"
07/26/2006	"3,227.00"
07/25/2006	"3,221.00"
07/24/2006	"3,202.00"
07/21/2006	"3,191.00"
07/20/2006	"3,162.00"
07/19/2006	"3,116.00"
07/18/2006	"3,053.00"
07/17/2006	"3,004.00"
07/14/2006	"2,968.00"
07/13/2006	"2,905.00"
07/12/2006	"2,865.00"
07/11/2006	"2,849.00"
07/10/2006	"2,864.00"
07/07/2006	"2,870.00"
07/06/2006	"2,894.00"
07/05/2006	"2,926.00"
07/04/2006	"2,965.00"
07/03/2006	"2,983.00"
06/30/2006	"2,964.00"
06/29/2006	"2,935.00"
06/28/2006	"2,898.00"
06/27/2006	"2,862.00"
06/26/2006	"2,829.00"
06/23/2006	"2,808.00"
06/22/2006	"2,774.00"
06/21/2006	"2,739.00"
06/20/2006	"2,729.00"
06/19/2006	"2,728.00"
06/16/2006	"2,725.00"
06/15/2006	"2,723.00"
06/14/2006	"2,715.00"
06/13/2006	"2,699.00"
06/12/2006	"2,672.00"
06/09/2006	"2,653.00"
06/08/2006	"2,631.00"
06/07/2006	"2,599.00"
06/06/2006	"2,580.00"
06/05/2006	"2,551.00"
06/02/2006	"2,514.00"
06/01/2006	"2,478.00"
05/31/2006	"2,436.00"
05/30/2006	"2,416.00"
05/26/2006	"2,432.00"
05/25/2006	"2,442.00"
05/24/2006	"2,453.00"
05/23/2006	"2,468.00"
05/22/2006	"2,476.00"
05/19/2006	"2,479.00"
05/18/2006	"2,482.00"
05/17/2006	"2,492.00"
05/16/2006	"2,502.00"
05/15/2006	"2,501.00"
05/12/2006	"2,491.00"
05/11/2006	"2,472.00"
05/10/2006	"2,440.00"
05/09/2006	"2,414.00"
05/08/2006	"2,399.00"
05/05/2006	"2,383.00"
05/04/2006	"2,372.00"
05/03/2006	"2,365.00"
05/02/2006	"2,364.00"
04/28/2006	"2,368.00"
04/27/2006	"2,370.00"
04/26/2006	"2,378.00"
04/25/2006	"2,397.00"
04/24/2006	"2,421.00"
04/21/2006	"2,434.00"
04/20/2006	"2,451.00"
04/19/2006	"2,479.00"
04/18/2006	"2,495.00"
04/13/2006	"2,503.00"
04/12/2006	"2,504.00"
04/11/2006	"2,515.00"
04/10/2006	"2,516.00"
04/07/2006	"2,514.00"
04/06/2006	"2,504.00"
04/05/2006	"2,508.00"
04/04/2006	"2,513.00"
04/03/2006	"2,508.00"
03/31/2006	"2,496.00"
03/30/2006	"2,496.00"
03/29/2006	"2,510.00"
03/28/2006	"2,533.00"
03/27/2006	"2,569.00"
03/24/2006	"2,565.00"
03/23/2006	"2,550.00"
03/22/2006	"2,526.00"
03/21/2006	"2,511.00"
03/20/2006	"2,493.00"
03/17/2006	"2,502.00"
03/16/2006	"2,537.00"
03/15/2006	"2,605.00"
03/14/2006	"2,666.00"
03/13/2006	"2,697.00"
03/10/2006	"2,704.00"
03/09/2006	"2,702.00"
03/08/2006	"2,682.00"
03/07/2006	"2,667.00"
03/06/2006	"2,674.00"
03/03/2006	"2,682.00"
03/02/2006	"2,698.00"
03/01/2006	"2,708.00"
02/28/2006	"2,680.00"
02/27/2006	"2,644.00"
02/24/2006	"2,622.00"
02/23/2006	"2,626.00"
02/22/2006	"2,668.00"
02/21/2006	"2,792.00"
02/20/2006	"2,798.00"
02/17/2006	"2,740.00"
02/16/2006	"2,621.00"
02/15/2006	"2,484.00"
02/14/2006	"2,389.00"
02/13/2006	"2,328.00"
02/10/2006	"2,297.00"
02/09/2006	"2,256.00"
02/08/2006	"2,223.00"
02/07/2006	"2,192.00"
02/06/2006	"2,167.00"
02/03/2006	"2,145.00"
02/02/2006	"2,115.00"
02/01/2006	"2,087.00"
01/31/2006	"2,081.00"
01/30/2006	"2,069.00"
01/27/2006	"2,057.00"
01/26/2006	"2,037.00"
01/25/2006	"2,033.00"
01/24/2006	"2,050.00"
01/23/2006	"2,084.00"
01/20/2006	"2,121.00"
01/19/2006	"2,169.00"
01/18/2006	"2,214.00"
01/17/2006	"2,263.00"
01/16/2006	"2,307.00"
01/13/2006	"2,341.00"
01/12/2006	"2,382.00"
01/11/2006	"2,428.00"
01/10/2006	"2,470.00"
01/09/2006	"2,493.00"
01/06/2006	"2,497.00"
01/05/2006	"2,495.00"
01/04/2006	"2,468.00"
01/03/2006	"2,438.00"
12/23/2005	"2,407.00"
12/22/2005	"2,417.00"
12/21/2005	"2,439.00"
12/20/2005	"2,475.00"
12/19/2005	"2,510.00"
12/16/2005	"2,536.00"
12/15/2005	"2,566.00"
12/14/2005	"2,582.00"
12/13/2005	"2,613.00"
12/12/2005	"2,624.00"
12/09/2005	"2,639.00"
12/08/2005	"2,650.00"
12/07/2005	"2,693.00"
12/06/2005	"2,746.00"
12/05/2005	"2,764.00"
12/02/2005	"2,767.00"
12/01/2005	"2,772.00"
11/30/2005	"2,770.00"
11/29/2005	"2,743.00"
11/28/2005	"2,739.00"
11/25/2005	"2,757.00"
11/24/2005	"2,786.00"
11/23/2005	"2,810.00"
11/22/2005	"2,837.00"
11/21/2005	"2,869.00"
11/18/2005	"2,898.00"
11/17/2005	"2,935.00"
11/16/2005	"2,991.00"
11/15/2005	"3,029.00"
11/14/2005	"3,048.00"
11/11/2005	"3,033.00"
11/10/2005	"3,004.00"
11/09/2005	"2,946.00"
11/08/2005	"2,935.00"
11/07/2005	"2,945.00"
11/04/2005	"2,967.00"
11/03/2005	"2,988.00"
11/02/2005	"3,030.00"
11/01/2005	"3,081.00"
10/31/2005	"3,113.00"
10/28/2005	"3,140.00"
10/27/2005	"3,149.00"
10/26/2005	"3,139.00"
10/25/2005	"3,125.00"
10/24/2005	"3,116.00"
10/21/2005	"3,130.00"
10/20/2005	"3,162.00"
10/19/2005	"3,227.00"
10/18/2005	"3,305.00"
10/17/2005	"3,361.00"
10/14/2005	"3,370.00"
10/13/2005	"3,337.00"
10/12/2005	"3,273.00"
10/11/2005	"3,202.00"
10/10/2005	"3,137.00"
10/07/2005	"3,098.00"
10/06/2005	"3,062.00"
10/05/2005	"3,019.00"
10/04/2005	"2,981.00"
10/03/2005	"2,944.00"
09/30/2005	"2,907.00"
09/29/2005	"2,907.00"
09/28/2005	"2,953.00"
09/27/2005	"3,011.00"
09/26/2005	"3,058.00"
09/23/2005	"3,069.00"
09/22/2005	"3,073.00"
09/21/2005	"3,056.00"
09/20/2005	"3,011.00"
09/19/2005	"2,977.00"
09/16/2005	"2,949.00"
09/15/2005	"2,885.00"
09/14/2005	"2,819.00"
09/13/2005	"2,766.00"
09/12/2005	"2,701.00"
09/09/2005	"2,626.00"
09/08/2005	"2,561.00"
09/07/2005	"2,480.00"
09/06/2005	"2,418.00"
09/05/2005	"2,424.00"
09/02/2005	"2,479.00"
09/01/2005	"2,548.00"
08/31/2005	"2,592.00"
08/30/2005	"2,608.00"
08/26/2005	"2,625.00"
08/25/2005	"2,631.00"
08/24/2005	"2,634.00"
08/23/2005	"2,612.00"
08/22/2005	"2,567.00"
08/19/2005	"2,478.00"
08/18/2005	"2,372.00"
08/17/2005	"2,286.00"
08/16/2005	"2,215.00"
08/15/2005	"2,169.00"
08/12/2005	"2,125.00"
08/11/2005	"2,044.00"
08/10/2005	"1,959.00"
08/09/2005	"1,907.00"
08/08/2005	"1,868.00"
08/05/2005	"1,819.00"
08/04/2005	"1,769.00"
08/03/2005	"1,747.00"
08/02/2005	"1,749.00"
08/01/2005	"1,769.00"
07/29/2005	"1,804.00"
07/28/2005	"1,851.00"
07/27/2005	"1,896.00"
07/26/2005	"1,951.00"
07/25/2005	"2,004.00"
07/22/2005	"2,054.00"
07/21/2005	"2,133.00"
07/20/2005	"2,201.00"
07/19/2005	"2,247.00"
07/18/2005	"2,285.00"
07/15/2005	"2,307.00"
07/14/2005	"2,320.00"
07/13/2005	"2,338.00"
07/12/2005	"2,345.00"
07/11/2005	"2,354.00"
07/08/2005	"2,365.00"
07/07/2005	"2,384.00"
07/06/2005	"2,402.00"
07/05/2005	"2,434.00"
07/04/2005	"2,461.00"
07/01/2005	"2,486.00"
06/30/2005	"2,521.00"
06/29/2005	"2,573.00"
06/28/2005	"2,606.00"
06/27/2005	"2,621.00"
06/24/2005	"2,617.00"
06/23/2005	"2,593.00"
06/22/2005	"2,548.00"
06/21/2005	"2,510.00"
06/20/2005	"2,518.00"
06/17/2005	"2,543.00"
06/16/2005	"2,586.00"
06/15/2005	"2,636.00"
06/14/2005	"2,705.00"
06/13/2005	"2,762.00"
06/10/2005	"2,821.00"
06/09/2005	"2,889.00"
06/08/2005	"2,931.00"
06/07/2005	"2,995.00"
06/06/2005	"3,041.00"
06/03/2005	"3,093.00"
06/02/2005	"3,125.00"
06/01/2005	"3,180.00"
05/31/2005	"3,219.00"
05/27/2005	"3,279.00"
05/26/2005	"3,317.00"
05/25/2005	"3,366.00"
05/24/2005	"3,430.00"
05/23/2005	"3,496.00"
05/20/2005	"3,523.00"
05/19/2005	"3,559.00"
05/18/2005	"3,637.00"
05/17/2005	"3,695.00"
05/16/2005	"3,737.00"
05/13/2005	"3,770.00"
05/12/2005	"3,832.00"
05/11/2005	"3,931.00"
05/10/2005	"4,016.00"
05/09/2005	"4,024.00"
05/06/2005	"3,969.00"
05/05/2005	"3,898.00"
05/04/2005	"3,835.00"
05/03/2005	"3,815.00"
04/29/2005	"3,850.00"
04/28/2005	"3,921.00"
04/27/2005	"4,026.00"
04/26/2005	"4,172.00"
04/25/2005	"4,284.00"
04/22/2005	"4,381.00"
04/21/2005	"4,504.00"
04/20/2005	"4,620.00"
04/19/2005	"4,735.00"
04/18/2005	"4,810.00"
04/15/2005	"4,835.00"
04/14/2005	"4,824.00"
04/13/2005	"4,804.00"
04/12/2005	"4,753.00"
04/11/2005	"4,721.00"
04/08/2005	"4,699.00"
04/07/2005	"4,676.00"
04/06/2005	"4,660.00"
04/05/2005	"4,649.00"
04/04/2005	"4,631.00"
04/01/2005	"4,627.00"
03/31/2005	"4,637.00"
03/30/2005	"4,653.00"
03/29/2005	"4,672.00"
03/24/2005	"4,685.00"
03/23/2005	"4,685.00"
03/22/2005	"4,679.00"
03/21/2005	"4,665.00"
03/18/2005	"4,625.00"
03/17/2005	"4,575.00"
03/16/2005	"4,596.00"
03/15/2005	"4,685.00"
03/14/2005	"4,741.00"
03/11/2005	"4,768.00"
03/10/2005	"4,791.00"
03/09/2005	"4,781.00"
03/08/2005	"4,745.00"
03/07/2005	"4,700.00"
03/04/2005	"4,652.00"
03/03/2005	"4,619.00"
03/02/2005	"4,619.00"
03/01/2005	"4,663.00"
02/28/2005	"4,726.00"
02/25/2005	"4,771.00"
02/24/2005	"4,834.00"
02/23/2005	"4,880.00"
02/22/2005	"4,878.00"
02/21/2005	"4,833.00"
02/18/2005	"4,763.00"
02/17/2005	"4,685.00"
02/16/2005	"4,593.00"
02/15/2005	"4,511.00"
02/14/2005	"4,446.00"
02/11/2005	"4,378.00"
02/10/2005	"4,320.00"
02/09/2005	"4,223.00"
02/08/2005	"4,175.00"
02/07/2005	"4,192.00"
02/04/2005	"4,246.00"
02/03/2005	"4,313.00"
02/02/2005	"4,408.00"
02/01/2005	"4,470.00"
01/31/2005	"4,488.00"
01/28/2005	"4,461.00"
01/27/2005	"4,396.00"
01/26/2005	"4,340.00"
01/25/2005	"4,307.00"
01/24/2005	"4,292.00"
01/21/2005	"4,301.00"
01/20/2005	"4,358.00"
01/19/2005	"4,471.00"
01/18/2005	"4,591.00"
01/17/2005	"4,668.00"
01/14/2005	"4,721.00"
01/13/2005	"4,774.00"
01/12/2005	"4,776.00"
01/11/2005	"4,726.00"
01/10/2005	"4,627.00"
01/07/2005	"4,485.00"
01/06/2005	"4,405.00"
01/05/2005	"4,395.00"
01/04/2005	"4,456.00"
12/24/2004	"4,598.00"
12/23/2004	"4,639.00"
12/22/2004	"4,719.00"
12/21/2004	"4,812.00"
12/20/2004	"4,899.00"
12/17/2004	"5,003.00"
12/16/2004	"5,176.00"
12/15/2004	"5,363.00"
12/14/2004	"5,551.00"
12/13/2004	"5,747.00"
12/10/2004	"5,877.00"
12/09/2004	"6,013.00"
12/08/2004	"6,136.00"
12/07/2004	"6,200.00"
12/06/2004	"6,208.00"
12/03/2004	"6,172.00"
12/02/2004	"6,134.00"
12/01/2004	"6,092.00"
11/30/2004	"6,051.00"
11/29/2004	"5,974.00"
11/26/2004	"5,870.00"
11/25/2004	"5,734.00"
11/24/2004	"5,626.00"
11/23/2004	"5,514.00"
11/22/2004	"5,442.00"
11/19/2004	"5,393.00"
11/18/2004	"5,335.00"
11/17/2004	"5,264.00"
11/16/2004	"5,191.00"
11/15/2004	"5,152.00"
11/12/2004	"5,125.00"
11/11/2004	"5,107.00"
11/10/2004	"5,082.00"
11/09/2004	"5,060.00"
11/08/2004	"5,040.00"
11/05/2004	"5,027.00"
11/04/2004	"4,994.00"
11/03/2004	"4,950.00"
11/02/2004	"4,937.00"
11/01/2004	"4,928.00"
10/29/2004	"4,922.00"
10/28/2004	"4,912.00"
10/27/2004	"4,901.00"
10/26/2004	"4,877.00"
10/25/2004	"4,828.00"
10/22/2004	"4,786.00"
10/21/2004	"4,727.00"
10/20/2004	"4,663.00"
10/19/2004	"4,625.00"
10/18/2004	"4,602.00"
10/15/2004	"4,572.00"
10/14/2004	"4,522.00"
10/13/2004	"4,473.00"
10/12/2004	"4,408.00"
10/11/2004	"4,354.00"
10/08/2004	"4,313.00"
10/07/2004	"4,254.00"
10/06/2004	"4,190.00"
10/05/2004	"4,157.00"
10/04/2004	"4,130.00"
10/01/2004	"4,112.00"
09/30/2004	"4,105.00"
09/29/2004	"4,100.00"
09/28/2004	"4,106.00"
09/27/2004	"4,123.00"
09/24/2004	"4,149.00"
09/23/2004	"4,180.00"
09/22/2004	"4,222.00"
09/21/2004	"4,229.00"
09/20/2004	"4,233.00"
09/17/2004	"4,220.00"
09/16/2004	"4,214.00"
09/15/2004	"4,208.00"
09/14/2004	"4,205.00"
09/13/2004	"4,192.00"
09/10/2004	"4,163.00"
09/09/2004	"4,109.00"
09/08/2004	"4,056.00"
09/07/2004	"4,018.00"
09/06/2004	"4,014.00"
09/03/2004	"4,040.00"
09/02/2004	"4,077.00"
09/01/2004	"4,134.00"
08/31/2004	"4,186.00"
08/27/2004	"4,225.00"
08/26/2004	"4,233.00"
08/25/2004	"4,224.00"
08/24/2004	"4,213.00"
08/23/2004	"4,206.00"
08/20/2004	"4,195.00"
08/19/2004	"4,193.00"
08/18/2004	"4,188.00"
08/17/2004	"4,180.00"
08/16/2004	"4,161.00"
08/13/2004	"4,148.00"
08/12/2004	"4,120.00"
08/11/2004	"4,098.00"
08/10/2004	"4,088.00"
08/09/2004	"4,100.00"
08/06/2004	"4,129.00"
08/05/2004	"4,180.00"
08/04/2004	"4,205.00"
08/03/2004	"4,177.00"
08/02/2004	"4,100.00"
07/30/2004	"4,048.00"
07/29/2004	"3,953.00"
07/28/2004	"3,877.00"
07/27/2004	"3,832.00"
07/26/2004	"3,814.00"
07/23/2004	"3,799.00"
07/22/2004	"3,800.00"
07/21/2004	"3,841.00"
07/20/2004	"3,888.00"
07/19/2004	"3,930.00"
07/16/2004	"3,971.00"
07/15/2004	"4,021.00"
07/14/2004	"4,068.00"
07/13/2004	"4,086.00"
07/12/2004	"4,025.00"
07/09/2004	"3,902.00"
07/08/2004	"3,716.00"
07/07/2004	"3,545.00"
07/06/2004	"3,400.00"
07/05/2004	"3,287.00"
07/02/2004	"3,207.00"
07/01/2004	"3,115.00"
06/30/2004	"3,005.00"
06/29/2004	"2,895.00"
06/28/2004	"2,812.00"
06/25/2004	"2,742.00"
06/24/2004	"2,682.00"
06/23/2004	"2,632.00"
06/22/2004	"2,622.00"
06/21/2004	"2,634.00"
06/18/2004	"2,667.00"
06/17/2004	"2,718.00"
06/16/2004	"2,762.00"
06/15/2004	"2,810.00"
06/14/2004	"2,849.00"
06/11/2004	"2,887.00"
06/10/2004	"2,939.00"
06/09/2004	"3,006.00"
06/08/2004	"3,067.00"
06/07/2004	"3,134.00"
06/04/2004	"3,185.00"
06/03/2004	"3,239.00"
06/02/2004	"3,266.00"
06/01/2004	"3,282.00"
05/28/2004	"3,286.00"
05/27/2004	"3,288.00"
05/26/2004	"3,308.00"
05/25/2004	"3,327.00"
05/24/2004	"3,331.00"
05/21/2004	"3,336.00"
05/20/2004	"3,348.00"
05/19/2004	"3,391.00"
05/18/2004	"3,452.00"
05/17/2004	"3,535.00"
05/14/2004	"3,638.00"
05/13/2004	"3,747.00"
05/12/2004	"3,827.00"
05/11/2004	"3,900.00"
05/10/2004	"3,928.00"
05/07/2004	"3,924.00"
05/06/2004	"3,910.00"
05/05/2004	"3,909.00"
05/04/2004	"3,933.00"
04/30/2004	"3,982.00"
04/29/2004	"3,982.00"
04/28/2004	"4,064.00"
04/27/2004	"4,229.00"
04/26/2004	"4,368.00"
04/23/2004	"4,461.00"
04/22/2004	"4,545.00"
04/21/2004	"4,616.00"
04/20/2004	"4,640.00"
04/19/2004	"4,635.00"
04/16/2004	"4,610.00"
04/15/2004	"4,590.00"
04/14/2004	"4,571.00"
